# y+ ()       
# Time        	patch         	min           	max           	average       
0.01          	bottomWall	2.221526e-01	2.221526e-01	2.221526e-01
0.02          	bottomWall	1.860516e-01	1.860516e-01	1.860516e-01
0.03          	bottomWall	1.941566e-01	1.941566e-01	1.941566e-01
0.04          	bottomWall	1.926900e-01	1.926900e-01	1.926900e-01
0.05          	bottomWall	1.902776e-01	1.902776e-01	1.902776e-01
0.06          	bottomWall	1.875589e-01	1.875589e-01	1.875589e-01
0.07          	bottomWall	1.847672e-01	1.847672e-01	1.847672e-01
0.08          	bottomWall	1.821807e-01	1.821807e-01	1.821807e-01
0.09          	bottomWall	1.797872e-01	1.797872e-01	1.797872e-01
0.1           	bottomWall	1.775682e-01	1.775682e-01	1.775682e-01
0.11          	bottomWall	1.755030e-01	1.755030e-01	1.755030e-01
0.12          	bottomWall	1.735723e-01	1.735723e-01	1.735723e-01
0.13          	bottomWall	1.717582e-01	1.717582e-01	1.717582e-01
0.14          	bottomWall	1.700455e-01	1.700455e-01	1.700455e-01
0.15          	bottomWall	1.684208e-01	1.684208e-01	1.684208e-01
0.16          	bottomWall	1.668723e-01	1.668723e-01	1.668723e-01
0.17          	bottomWall	1.653902e-01	1.653902e-01	1.653902e-01
0.18          	bottomWall	1.639658e-01	1.639658e-01	1.639658e-01
0.19          	bottomWall	1.625915e-01	1.625915e-01	1.625915e-01
0.2           	bottomWall	1.612608e-01	1.612608e-01	1.612608e-01
0.21          	bottomWall	1.599681e-01	1.599681e-01	1.599681e-01
0.22          	bottomWall	1.587083e-01	1.587083e-01	1.587083e-01
0.23          	bottomWall	1.574771e-01	1.574771e-01	1.574771e-01
0.24          	bottomWall	1.562706e-01	1.562706e-01	1.562706e-01
0.25          	bottomWall	1.550853e-01	1.550853e-01	1.550853e-01
0.26          	bottomWall	1.539183e-01	1.539183e-01	1.539183e-01
0.27          	bottomWall	1.527667e-01	1.527667e-01	1.527667e-01
0.28          	bottomWall	1.516282e-01	1.516282e-01	1.516282e-01
0.29          	bottomWall	1.505006e-01	1.505006e-01	1.505006e-01
0.3           	bottomWall	1.493820e-01	1.493820e-01	1.493820e-01
0.31          	bottomWall	1.482706e-01	1.482706e-01	1.482706e-01
0.32          	bottomWall	1.471648e-01	1.471648e-01	1.471648e-01
0.33          	bottomWall	1.460631e-01	1.460631e-01	1.460631e-01
0.34          	bottomWall	1.449642e-01	1.449642e-01	1.449642e-01
0.35          	bottomWall	1.438670e-01	1.438670e-01	1.438670e-01
0.36          	bottomWall	1.427704e-01	1.427704e-01	1.427704e-01
0.37          	bottomWall	1.416732e-01	1.416732e-01	1.416732e-01
0.38          	bottomWall	1.405747e-01	1.405747e-01	1.405747e-01
0.39          	bottomWall	1.394740e-01	1.394740e-01	1.394740e-01
0.4           	bottomWall	1.383702e-01	1.383702e-01	1.383702e-01
0.41          	bottomWall	1.372626e-01	1.372626e-01	1.372626e-01
0.42          	bottomWall	1.361507e-01	1.361507e-01	1.361507e-01
0.43          	bottomWall	1.350336e-01	1.350336e-01	1.350336e-01
0.44          	bottomWall	1.339110e-01	1.339110e-01	1.339110e-01
0.45          	bottomWall	1.327821e-01	1.327821e-01	1.327821e-01
0.46          	bottomWall	1.316465e-01	1.316465e-01	1.316465e-01
0.47          	bottomWall	1.305036e-01	1.305036e-01	1.305036e-01
0.48          	bottomWall	1.293531e-01	1.293531e-01	1.293531e-01
0.49          	bottomWall	1.281945e-01	1.281945e-01	1.281945e-01
0.5           	bottomWall	1.270273e-01	1.270273e-01	1.270273e-01
0.51          	bottomWall	1.258512e-01	1.258512e-01	1.258512e-01
0.52          	bottomWall	1.246657e-01	1.246657e-01	1.246657e-01
0.53          	bottomWall	1.234705e-01	1.234705e-01	1.234705e-01
0.54          	bottomWall	1.222652e-01	1.222652e-01	1.222652e-01
0.55          	bottomWall	1.210495e-01	1.210495e-01	1.210495e-01
0.56          	bottomWall	1.198229e-01	1.198229e-01	1.198229e-01
0.57          	bottomWall	1.185852e-01	1.185852e-01	1.185852e-01
0.58          	bottomWall	1.173361e-01	1.173361e-01	1.173361e-01
0.59          	bottomWall	1.160751e-01	1.160751e-01	1.160751e-01
0.6           	bottomWall	1.148019e-01	1.148019e-01	1.148019e-01
0.61          	bottomWall	1.135161e-01	1.135161e-01	1.135161e-01
0.62          	bottomWall	1.122175e-01	1.122175e-01	1.122175e-01
0.63          	bottomWall	1.109056e-01	1.109056e-01	1.109056e-01
0.64          	bottomWall	1.095802e-01	1.095802e-01	1.095802e-01
0.65          	bottomWall	1.082407e-01	1.082407e-01	1.082407e-01
0.66          	bottomWall	1.068868e-01	1.068868e-01	1.068868e-01
0.67          	bottomWall	1.055181e-01	1.055181e-01	1.055181e-01
0.68          	bottomWall	1.041341e-01	1.041341e-01	1.041341e-01
0.69          	bottomWall	1.027345e-01	1.027345e-01	1.027345e-01
0.7           	bottomWall	1.013186e-01	1.013186e-01	1.013186e-01
0.71          	bottomWall	9.988613e-02	9.988613e-02	9.988613e-02
0.72          	bottomWall	9.843639e-02	9.843639e-02	9.843639e-02
0.73          	bottomWall	9.696884e-02	9.696884e-02	9.696884e-02
0.74          	bottomWall	9.548286e-02	9.548286e-02	9.548286e-02
0.75          	bottomWall	9.397780e-02	9.397780e-02	9.397780e-02
0.76          	bottomWall	9.245291e-02	9.245291e-02	9.245291e-02
0.77          	bottomWall	9.090743e-02	9.090743e-02	9.090743e-02
