# y+ ()       
# Time        	patch         	min           	max           	average       
0.01          	bottomWall	4.382238e-01	4.382238e-01	4.382238e-01
0.02          	bottomWall	3.723264e-01	3.723264e-01	3.723264e-01
0.03          	bottomWall	4.901828e-01	4.901828e-01	4.901828e-01
0.04          	bottomWall	5.203247e-01	5.203247e-01	5.203247e-01
0.05          	bottomWall	5.347944e-01	5.347944e-01	5.347944e-01
0.06          	bottomWall	5.424991e-01	5.424991e-01	5.424991e-01
0.07          	bottomWall	5.464503e-01	5.464503e-01	5.464503e-01
0.08          	bottomWall	5.480537e-01	5.480537e-01	5.480537e-01
0.09          	bottomWall	5.481156e-01	5.481156e-01	5.481156e-01
0.1           	bottomWall	5.471512e-01	5.471512e-01	5.471512e-01
0.11          	bottomWall	5.455033e-01	5.455033e-01	5.455033e-01
0.12          	bottomWall	5.434027e-01	5.434027e-01	5.434027e-01
0.13          	bottomWall	5.410050e-01	5.410050e-01	5.410050e-01
0.14          	bottomWall	5.384153e-01	5.384153e-01	5.384153e-01
0.15          	bottomWall	5.357041e-01	5.357041e-01	5.357041e-01
0.16          	bottomWall	5.329190e-01	5.329190e-01	5.329190e-01
0.17          	bottomWall	5.300913e-01	5.300913e-01	5.300913e-01
0.18          	bottomWall	5.272420e-01	5.272420e-01	5.272420e-01
0.19          	bottomWall	5.243844e-01	5.243844e-01	5.243844e-01
0.2           	bottomWall	5.215266e-01	5.215266e-01	5.215266e-01
0.21          	bottomWall	5.186733e-01	5.186733e-01	5.186733e-01
0.22          	bottomWall	5.158269e-01	5.158269e-01	5.158269e-01
0.23          	bottomWall	5.129878e-01	5.129878e-01	5.129878e-01
0.24          	bottomWall	5.101554e-01	5.101554e-01	5.101554e-01
0.25          	bottomWall	5.073285e-01	5.073285e-01	5.073285e-01
0.26          	bottomWall	5.045052e-01	5.045052e-01	5.045052e-01
0.27          	bottomWall	5.016834e-01	5.016834e-01	5.016834e-01
0.28          	bottomWall	4.988607e-01	4.988607e-01	4.988607e-01
0.29          	bottomWall	4.960347e-01	4.960347e-01	4.960347e-01
0.3           	bottomWall	4.932030e-01	4.932030e-01	4.932030e-01
0.31          	bottomWall	4.903632e-01	4.903632e-01	4.903632e-01
0.32          	bottomWall	4.875129e-01	4.875129e-01	4.875129e-01
0.33          	bottomWall	4.846498e-01	4.846498e-01	4.846498e-01
0.34          	bottomWall	4.817718e-01	4.817718e-01	4.817718e-01
0.35          	bottomWall	4.788766e-01	4.788766e-01	4.788766e-01
0.36          	bottomWall	4.759624e-01	4.759624e-01	4.759624e-01
0.37          	bottomWall	4.730270e-01	4.730270e-01	4.730270e-01
0.38          	bottomWall	4.700688e-01	4.700688e-01	4.700688e-01
0.39          	bottomWall	4.670859e-01	4.670859e-01	4.670859e-01
0.4           	bottomWall	4.640766e-01	4.640766e-01	4.640766e-01
0.41          	bottomWall	4.610394e-01	4.610394e-01	4.610394e-01
0.42          	bottomWall	4.579728e-01	4.579728e-01	4.579728e-01
0.43          	bottomWall	4.548752e-01	4.548752e-01	4.548752e-01
0.44          	bottomWall	4.517452e-01	4.517452e-01	4.517452e-01
0.45          	bottomWall	4.485816e-01	4.485816e-01	4.485816e-01
0.46          	bottomWall	4.453831e-01	4.453831e-01	4.453831e-01
0.47          	bottomWall	4.421484e-01	4.421484e-01	4.421484e-01
0.48          	bottomWall	4.388763e-01	4.388763e-01	4.388763e-01
0.49          	bottomWall	4.355657e-01	4.355657e-01	4.355657e-01
0.5           	bottomWall	4.322154e-01	4.322154e-01	4.322154e-01
0.51          	bottomWall	4.288243e-01	4.288243e-01	4.288243e-01
0.52          	bottomWall	4.253915e-01	4.253915e-01	4.253915e-01
0.53          	bottomWall	4.219157e-01	4.219157e-01	4.219157e-01
0.54          	bottomWall	4.183961e-01	4.183961e-01	4.183961e-01
0.55          	bottomWall	4.148316e-01	4.148316e-01	4.148316e-01
0.56          	bottomWall	4.112212e-01	4.112212e-01	4.112212e-01
0.57          	bottomWall	4.075639e-01	4.075639e-01	4.075639e-01
0.58          	bottomWall	4.038587e-01	4.038587e-01	4.038587e-01
0.59          	bottomWall	4.001045e-01	4.001045e-01	4.001045e-01
0.6           	bottomWall	3.963005e-01	3.963005e-01	3.963005e-01
0.61          	bottomWall	3.924455e-01	3.924455e-01	3.924455e-01
0.62          	bottomWall	3.885385e-01	3.885385e-01	3.885385e-01
0.63          	bottomWall	3.845785e-01	3.845785e-01	3.845785e-01
0.64          	bottomWall	3.805644e-01	3.805644e-01	3.805644e-01
0.65          	bottomWall	3.764951e-01	3.764951e-01	3.764951e-01
0.66          	bottomWall	3.723694e-01	3.723694e-01	3.723694e-01
0.67          	bottomWall	3.681861e-01	3.681861e-01	3.681861e-01
0.68          	bottomWall	3.639440e-01	3.639440e-01	3.639440e-01
0.69          	bottomWall	3.596419e-01	3.596419e-01	3.596419e-01
0.7           	bottomWall	3.552783e-01	3.552783e-01	3.552783e-01
0.71          	bottomWall	3.508519e-01	3.508519e-01	3.508519e-01
0.72          	bottomWall	3.463611e-01	3.463611e-01	3.463611e-01
0.73          	bottomWall	3.418044e-01	3.418044e-01	3.418044e-01
0.74          	bottomWall	3.371801e-01	3.371801e-01	3.371801e-01
0.75          	bottomWall	3.324864e-01	3.324864e-01	3.324864e-01
0.76          	bottomWall	3.277213e-01	3.277213e-01	3.277213e-01
0.77          	bottomWall	3.228828e-01	3.228828e-01	3.228828e-01
0.78          	bottomWall	3.179687e-01	3.179687e-01	3.179687e-01
0.79          	bottomWall	3.129767e-01	3.129767e-01	3.129767e-01
0.8           	bottomWall	3.079040e-01	3.079040e-01	3.079040e-01
0.81          	bottomWall	3.027480e-01	3.027480e-01	3.027480e-01
0.82          	bottomWall	2.975055e-01	2.975055e-01	2.975055e-01
0.83          	bottomWall	2.921732e-01	2.921732e-01	2.921732e-01
0.84          	bottomWall	2.867474e-01	2.867474e-01	2.867474e-01
0.85          	bottomWall	2.812241e-01	2.812241e-01	2.812241e-01
0.86          	bottomWall	2.755989e-01	2.755989e-01	2.755989e-01
0.87          	bottomWall	2.698667e-01	2.698667e-01	2.698667e-01
0.88          	bottomWall	2.640220e-01	2.640220e-01	2.640220e-01
0.89          	bottomWall	2.580587e-01	2.580587e-01	2.580587e-01
0.9           	bottomWall	2.519699e-01	2.519699e-01	2.519699e-01
0.91          	bottomWall	2.457477e-01	2.457477e-01	2.457477e-01
0.92          	bottomWall	2.393833e-01	2.393833e-01	2.393833e-01
0.93          	bottomWall	2.328664e-01	2.328664e-01	2.328664e-01
0.94          	bottomWall	2.261856e-01	2.261856e-01	2.261856e-01
0.95          	bottomWall	2.193273e-01	2.193273e-01	2.193273e-01
0.96          	bottomWall	2.122758e-01	2.122758e-01	2.122758e-01
0.97          	bottomWall	2.050127e-01	2.050127e-01	2.050127e-01
0.98          	bottomWall	1.975162e-01	1.975162e-01	1.975162e-01
0.99          	bottomWall	1.897600e-01	1.897600e-01	1.897600e-01
1             	bottomWall	1.817122e-01	1.817122e-01	1.817122e-01
1.01          	bottomWall	1.733334e-01	1.733334e-01	1.733334e-01
1.02          	bottomWall	1.645742e-01	1.645742e-01	1.645742e-01
1.03          	bottomWall	1.553713e-01	1.553713e-01	1.553713e-01
1.04          	bottomWall	1.456413e-01	1.456413e-01	1.456413e-01
1.05          	bottomWall	1.352709e-01	1.352709e-01	1.352709e-01
1.06          	bottomWall	1.240997e-01	1.240997e-01	1.240997e-01
1.07          	bottomWall	1.118872e-01	1.118872e-01	1.118872e-01
1.08          	bottomWall	9.824425e-02	9.824425e-02	9.824425e-02
1.09          	bottomWall	8.246024e-02	8.246024e-02	8.246024e-02
1.1           	bottomWall	6.293723e-02	6.293723e-02	6.293723e-02
1.11          	bottomWall	3.368595e-02	3.368595e-02	3.368595e-02
1.12          	bottomWall	4.100141e-02	4.100141e-02	4.100141e-02
1.13          	bottomWall	6.711942e-02	6.711942e-02	6.711942e-02
1.14          	bottomWall	8.547913e-02	8.547913e-02	8.547913e-02
1.15          	bottomWall	1.003803e-01	1.003803e-01	1.003803e-01
1.16          	bottomWall	1.131830e-01	1.131830e-01	1.131830e-01
1.17          	bottomWall	1.245343e-01	1.245343e-01	1.245343e-01
1.18          	bottomWall	1.348029e-01	1.348029e-01	1.348029e-01
1.19          	bottomWall	1.442230e-01	1.442230e-01	1.442230e-01
1.2           	bottomWall	1.529547e-01	1.529547e-01	1.529547e-01
1.21          	bottomWall	1.611136e-01	1.611136e-01	1.611136e-01
1.22          	bottomWall	1.687863e-01	1.687863e-01	1.687863e-01
1.23          	bottomWall	1.760403e-01	1.760403e-01	1.760403e-01
1.24          	bottomWall	1.829295e-01	1.829295e-01	1.829295e-01
1.25          	bottomWall	1.894977e-01	1.894977e-01	1.894977e-01
1.26          	bottomWall	1.957815e-01	1.957815e-01	1.957815e-01
1.27          	bottomWall	2.018118e-01	2.018118e-01	2.018118e-01
1.28          	bottomWall	2.076152e-01	2.076152e-01	2.076152e-01
1.29          	bottomWall	2.132147e-01	2.132147e-01	2.132147e-01
1.3           	bottomWall	2.186306e-01	2.186306e-01	2.186306e-01
1.31          	bottomWall	2.238809e-01	2.238809e-01	2.238809e-01
1.32          	bottomWall	2.289814e-01	2.289814e-01	2.289814e-01
1.33          	bottomWall	2.339467e-01	2.339467e-01	2.339467e-01
1.34          	bottomWall	2.387897e-01	2.387897e-01	2.387897e-01
1.35          	bottomWall	2.435222e-01	2.435222e-01	2.435222e-01
1.36          	bottomWall	2.481549e-01	2.481549e-01	2.481549e-01
1.37          	bottomWall	2.526974e-01	2.526974e-01	2.526974e-01
1.38          	bottomWall	2.571587e-01	2.571587e-01	2.571587e-01
1.39          	bottomWall	2.615468e-01	2.615468e-01	2.615468e-01
1.4           	bottomWall	2.658691e-01	2.658691e-01	2.658691e-01
1.41          	bottomWall	2.701324e-01	2.701324e-01	2.701324e-01
1.42          	bottomWall	2.743426e-01	2.743426e-01	2.743426e-01
1.43          	bottomWall	2.785052e-01	2.785052e-01	2.785052e-01
1.44          	bottomWall	2.826254e-01	2.826254e-01	2.826254e-01
1.45          	bottomWall	2.867075e-01	2.867075e-01	2.867075e-01
1.46          	bottomWall	2.907556e-01	2.907556e-01	2.907556e-01
1.47          	bottomWall	2.947733e-01	2.947733e-01	2.947733e-01
1.48          	bottomWall	2.987638e-01	2.987638e-01	2.987638e-01
1.49          	bottomWall	3.027299e-01	3.027299e-01	3.027299e-01
1.5           	bottomWall	3.066742e-01	3.066742e-01	3.066742e-01
1.51          	bottomWall	3.105989e-01	3.105989e-01	3.105989e-01
1.52          	bottomWall	3.145059e-01	3.145059e-01	3.145059e-01
1.53          	bottomWall	3.183969e-01	3.183969e-01	3.183969e-01
1.54          	bottomWall	3.222732e-01	3.222732e-01	3.222732e-01
1.55          	bottomWall	3.261361e-01	3.261361e-01	3.261361e-01
1.56          	bottomWall	3.299866e-01	3.299866e-01	3.299866e-01
1.57          	bottomWall	3.338256e-01	3.338256e-01	3.338256e-01
1.58          	bottomWall	3.376537e-01	3.376537e-01	3.376537e-01
1.59          	bottomWall	3.414714e-01	3.414714e-01	3.414714e-01
1.6           	bottomWall	3.452793e-01	3.452793e-01	3.452793e-01
1.61          	bottomWall	3.490776e-01	3.490776e-01	3.490776e-01
1.62          	bottomWall	3.528665e-01	3.528665e-01	3.528665e-01
1.63          	bottomWall	3.566462e-01	3.566462e-01	3.566462e-01
1.64          	bottomWall	3.604166e-01	3.604166e-01	3.604166e-01
1.65          	bottomWall	3.641778e-01	3.641778e-01	3.641778e-01
1.66          	bottomWall	3.679298e-01	3.679298e-01	3.679298e-01
1.67          	bottomWall	3.716723e-01	3.716723e-01	3.716723e-01
1.68          	bottomWall	3.754052e-01	3.754052e-01	3.754052e-01
1.69          	bottomWall	3.791283e-01	3.791283e-01	3.791283e-01
1.7           	bottomWall	3.828414e-01	3.828414e-01	3.828414e-01
1.71          	bottomWall	3.865442e-01	3.865442e-01	3.865442e-01
1.72          	bottomWall	3.902364e-01	3.902364e-01	3.902364e-01
1.73          	bottomWall	3.939177e-01	3.939177e-01	3.939177e-01
1.74          	bottomWall	3.975878e-01	3.975878e-01	3.975878e-01
1.75          	bottomWall	4.012464e-01	4.012464e-01	4.012464e-01
1.76          	bottomWall	4.048930e-01	4.048930e-01	4.048930e-01
1.77          	bottomWall	4.085275e-01	4.085275e-01	4.085275e-01
1.78          	bottomWall	4.121493e-01	4.121493e-01	4.121493e-01
1.79          	bottomWall	4.157581e-01	4.157581e-01	4.157581e-01
1.8           	bottomWall	4.193537e-01	4.193537e-01	4.193537e-01
1.81          	bottomWall	4.229355e-01	4.229355e-01	4.229355e-01
1.82          	bottomWall	4.265033e-01	4.265033e-01	4.265033e-01
1.83          	bottomWall	4.300567e-01	4.300567e-01	4.300567e-01
1.84          	bottomWall	4.335952e-01	4.335952e-01	4.335952e-01
1.85          	bottomWall	4.371187e-01	4.371187e-01	4.371187e-01
1.86          	bottomWall	4.406266e-01	4.406266e-01	4.406266e-01
1.87          	bottomWall	4.441187e-01	4.441187e-01	4.441187e-01
1.88          	bottomWall	4.475946e-01	4.475946e-01	4.475946e-01
1.89          	bottomWall	4.510539e-01	4.510539e-01	4.510539e-01
1.9           	bottomWall	4.544963e-01	4.544963e-01	4.544963e-01
1.91          	bottomWall	4.579215e-01	4.579215e-01	4.579215e-01
1.92          	bottomWall	4.613291e-01	4.613291e-01	4.613291e-01
1.93          	bottomWall	4.647188e-01	4.647188e-01	4.647188e-01
