0.01,-0.02863937
0.02,-0.02405604
0.03,-0.02983509
0.04,-0.0246024
0.05,-0.02341065
0.06,-0.02190046
0.07,-0.020869
0.08,-0.0199843
0.09,-0.01925216
0.1,-0.01862228
0.11,-0.01807454
0.12,-0.01759098
0.13,-0.01715936
0.14,-0.01677025
0.15,-0.01641644
0.16,-0.01609228
0.17,-0.0157933
0.18,-0.01551588
0.19,-0.01525706
0.2,-0.01501443
0.21,-0.01478595
0.22,-0.01456992
0.23,-0.01436491
0.24,-0.01416968
0.25,-0.01398319
0.26,-0.01380451
0.27,-0.01363288
0.28,-0.01346758
0.29,-0.01330802
0.3,-0.01315367
0.31,-0.01300405
0.32,-0.01285874
0.33,-0.01271738
0.34,-0.01257962
0.35,-0.01244517
0.36,-0.01231376
0.37,-0.01218515
0.38,-0.01205912
0.39,-0.01193547
0.4,-0.01181401
0.41,-0.0116946
0.42,-0.01157707
0.43,-0.01146129
0.44,-0.01134714
0.45,-0.01123449
0.46,-0.01112326
0.47,-0.01101334
0.48,-0.01090464
0.49,-0.01079708
0.5,-0.01069059
0.51,-0.0105851
0.52,-0.01048054
0.53,-0.01037686
0.54,-0.010274
0.55,-0.01017191
0.56,-0.01007055
0.57,-0.009969869
0.58,-0.009869833
0.59,-0.009770404
0.6,-0.009671549
0.61,-0.009573235
0.62,-0.009475436
0.63,-0.009378124
0.64,-0.009281274
0.65,-0.009184865
0.66,-0.009088875
0.67,-0.008993285
0.68,-0.008898079
0.69,-0.008803239
0.7,-0.008708752
0.71,-0.008614604
0.72,-0.008520783
0.73,-0.008427278
0.74,-0.008334079
0.75,-0.008241177
0.76,-0.008148564
0.77,-0.008056234
0.78,-0.00796418
0.79,-0.007872397
0.8,-0.00778088
0.81,-0.007689625
0.82,-0.00759863
0.83,-0.00750789
0.84,-0.007417405
0.85,-0.007327173
0.86,-0.007237194
0.87,-0.007147466
0.88,-0.00705799
0.89,-0.006968768
0.9,-0.006879798
0.91,-0.006791085
0.92,-0.006702628
0.93,-0.006614431
0.94,-0.006526496
0.95,-0.006438826
0.96,-0.006351425
0.97,-0.006264295
0.98,-0.006177442
0.99,-0.006090869
1,-0.006004581
1.01,-0.005918583
1.02,-0.005832878
1.03,-0.005747474
1.04,-0.005662375
1.05,-0.005577587
1.06,-0.005493116
1.07,-0.005408967
1.08,-0.005325148
1.09,-0.005241664
1.1,-0.005158523
1.11,-0.00507573
1.12,-0.004993293
1.13,-0.004911218
1.14,-0.004829514
1.15,-0.004748187
1.16,-0.004667244
1.17,-0.004586694
1.18,-0.004506543
1.19,-0.004426799
1.2,-0.004347471
1.21,-0.004268566
1.22,-0.004190092
1.23,-0.004112057
1.24,-0.004034469
1.25,-0.003957336
1.26,-0.003880666
1.27,-0.003804469
1.28,-0.003728751
1.29,-0.003653521
1.3,-0.003578788
1.31,-0.00350456
1.32,-0.003430845
1.33,-0.003357651
1.34,-0.003284988
1.35,-0.003212862
1.36,-0.003141284
1.37,-0.003070261
1.38,-0.002999801
1.39,-0.002929912
1.4,-0.002860604
1.41,-0.002791883
1.42,-0.002723759
1.43,-0.002656239
1.44,-0.002589331
1.45,-0.002523044
1.46,-0.002457385
1.47,-0.002392362
1.48,-0.002327982
1.49,-0.002264253
1.5,-0.002201183
1.51,-0.002138779
1.52,-0.002077047
1.53,-0.002015995
1.54,-0.00195563
1.55,-0.001895959
1.56,-0.001836986
1.57,-0.00177872
1.58,-0.001721167
1.59,-0.001664331
1.6,-0.001608217
1.61,-0.001552833
1.62,-0.001498181
1.63,-0.001444267
1.64,-0.001391095
1.65,-0.00133867
1.66,-0.001286994
1.67,-0.00123607
