0 	0 	0 	0 	-0.0123837 	2.86425e-12 	0
0.0008 	0.463223 	-1.67177e-11 	0 	-0.00619185 	1.43213e-12 	0
0.0016 	0.954167 	-1.45157e-11 	0 	0 	0 	0
0.00225 	1.02987 	2.91614e-11 	0 	0 	0 	0
0.0029 	1.13329 	9.50015e-11 	0 	0 	0 	0
0.00355 	1.19272 	1.19016e-10 	0 	0 	0 	0
0.0042 	1.25215 	1.50496e-10 	0 	0 	0 	0
0.00485 	1.29495 	1.79809e-10 	0 	0 	0 	0
0.0055 	1.33774 	2.19295e-10 	0 	0 	0 	0
0.00615 	1.37133 	2.35583e-10 	0 	0 	0 	0
0.0068 	1.40491 	2.65231e-10 	0 	0 	0 	0
0.00745 	1.43266 	2.6196e-10 	0 	0 	0 	0
0.0081 	1.46041 	2.73611e-10 	0 	0 	0 	0
0.00875 	1.48412 	2.50293e-10 	0 	0 	0 	0
0.0094 	1.50783 	2.41079e-10 	0 	0 	0 	0
0.01005 	1.52858 	1.85656e-10 	0 	0 	0 	0
0.0107 	1.54933 	1.40273e-10 	0 	0 	0 	0
0.01135 	1.56782 	4.04528e-11 	0 	0 	0 	0
0.012 	1.58631 	-5.71882e-11 	0 	0 	0 	0
0.01265 	1.60301 	-2.7143e-10 	0 	0 	0 	0
0.0133 	1.61971 	-5.42389e-10 	0 	0 	0 	0
0.01395 	1.63497 	-3.19828e-10 	0 	0 	0 	0
0.0146 	1.65022 	-2.23376e-10 	0 	0 	0 	0
0.01525 	1.6643 	3.06833e-10 	0 	0 	0 	0
0.0159 	1.67837 	7.69178e-10 	0 	0 	0 	0
0.01655 	1.6915 	7.54586e-10 	0 	0 	0 	0
0.0172 	1.70463 	7.63505e-10 	0 	0 	0 	0
0.01785 	1.717 	5.36602e-10 	0 	0 	0 	0
0.0185 	1.72936 	3.33806e-10 	0 	0 	0 	0
0.01915 	1.74106 	2.40715e-10 	0 	0 	0 	0
0.0198 	1.75275 	1.55093e-10 	0 	0 	0 	0
0.02045 	1.76386 	1.00749e-10 	0 	0 	0 	0
0.0211 	1.77496 	5.41079e-11 	0 	0 	0 	0
0.02175 	1.78553 	1.82162e-11 	0 	0 	0 	0
0.0224 	1.7961 	-1.10467e-11 	0 	0 	0 	0
0.02305 	1.80618 	-4.37154e-11 	0 	0 	0 	0
0.0237 	1.81625 	-7.16375e-11 	0 	0 	0 	0
0.02435 	1.82589 	-1.02969e-10 	0 	0 	0 	0
0.025 	1.83547 	-1.32009e-10 	0 	0 	0 	0
0.0256536 	1.84489 	-1.61272e-10 	0 	0 	0 	0
0.0263071 	1.8538 	-1.8982e-10 	0 	0 	0 	0
0.0269935 	1.86357 	-2.11997e-10 	0 	0 	0 	0
0.0276798 	1.87245 	-2.35435e-10 	0 	0 	0 	0
0.0284006 	1.88227 	-2.29394e-10 	0 	0 	0 	0
